country,year,size_predicted_lower,size_predicted_median,size_predicted_upper,scenario,area_to_burn.1,area_to_burn.2,area_to_burn.3,area_to_burn.4,area_to_burn.5,model
Sweden,2090,63.153088,634.3152686,7864.156507,SSP2-4.5,1797.153,3034.153,5584.153,233.153,1157.153,EC-Earth3-Veg-LR
Germany,2091,16.22836264,218.4005989,3723.828689,SSP2-4.5,3410.228,3050.228,3713.228,482.228,3636.228,EC-Earth3-Veg-LR
Spain,2091,4347.889594,47688.41236,758400.0304,SSP2-4.5,318844.89,348088.89,662228.89,205707.89,85276.89,EC-Earth3-Veg-LR
Sweden,2091,47.06703539,411.1287337,5889.911982,SSP2-4.5,4389.067,5118.067,5811.067,3203.067,4512.067,EC-Earth3-Veg-LR
Germany,2092,21.49112754,273.8530947,4489.19751,SSP2-4.5,1607.491,4419.491,1418.491,1488.491,552.491,EC-Earth3-Veg-LR
Spain,2092,4373.219585,52557.24817,810373.2368,SSP2-4.5,189672.22,794841.22,166026.22,218335.22,676066.22,EC-Earth3-Veg-LR
Sweden,2092,47.04099555,424.7736799,5337.247379,SSP2-4.5,692.041,3024.041,3540.041,2462.041,5170.041,EC-Earth3-Veg-LR
Germany,2093,32.16758111,400.449948,6245.218592,SSP2-4.5,3446.168,3189.168,5023.168,5852.168,99.168,EC-Earth3-Veg-LR
Spain,2093,4265.798066,53168.12789,859446.0324,SSP2-4.5,352546.798,220012.798,97117.798,63633.798,95316.798,EC-Earth3-Veg-LR
Sweden,2093,69.03952318,656.8904085,8613.277929,SSP2-4.5,7064.04,8602.04,2542.04,660.04,466.04,EC-Earth3-Veg-LR
Germany,2094,30.88945762,422.294938,7704.3454,SSP2-4.5,2654.889,2179.889,7449.889,7038.889,6234.889,EC-Earth3-Veg-LR
Spain,2094,5614.101754,63701.74937,961714.2701,SSP2-4.5,762918.102,296543.102,228281.102,632379.102,843578.102,EC-Earth3-Veg-LR
Sweden,2094,72.92126553,643.6427306,7651.539802,SSP2-4.5,3137.921,566.921,5666.921,2197.921,6723.921,EC-Earth3-Veg-LR
Germany,2095,35.09310902,427.5818389,7464.189523,SSP2-4.5,1415.093,576.093,7057.093,4582.093,1885.093,EC-Earth3-Veg-LR
Spain,2095,4924.093754,60139.19795,1005621.634,SSP2-4.5,120540.094,360887.094,602015.094,641652.094,647706.094,EC-Earth3-Veg-LR
Sweden,2095,72.52360306,661.4498538,7750.316104,SSP2-4.5,1660.524,5189.524,3458.524,2419.524,967.524,EC-Earth3-Veg-LR
Germany,2096,26.42534574,328.7210445,5230.417976,SSP2-4.5,4381.425,4843.425,1749.425,684.425,3395.425,EC-Earth3-Veg-LR
Spain,2096,4911.611508,59774.71425,946144.3385,SSP2-4.5,562600.612,215710.612,640428.612,847089.612,324233.612,EC-Earth3-Veg-LR
Sweden,2096,60.93074147,539.9884171,7804.661474,SSP2-4.5,453.931,7396.931,1176.931,6633.931,4671.931,EC-Earth3-Veg-LR
Germany,2097,20.57586376,270.9043803,4205.963537,SSP2-4.5,3592.576,580.576,1183.576,1473.576,954.576,EC-Earth3-Veg-LR
Spain,2097,4829.804232,54852.59699,791604.0608,SSP2-4.5,438452.804,677479.804,310661.804,782559.804,618522.804,EC-Earth3-Veg-LR
Sweden,2097,66.12267875,588.1366057,6909.048853,SSP2-4.5,3523.123,4166.123,1226.123,364.123,5705.123,EC-Earth3-Veg-LR
Germany,2098,26.0639235,338.4794804,5317.994286,SSP2-4.5,2763.064,111.064,726.064,3696.064,4086.064,EC-Earth3-Veg-LR
Spain,2098,4329.773049,55871.63271,878221.0287,SSP2-4.5,102199.773,461759.773,738789.773,620744.773,565570.773,EC-Earth3-Veg-LR
Sweden,2098,67.17486208,571.3107123,7030.745784,SSP2-4.5,722.175,3882.175,5430.175,6679.175,1538.175,EC-Earth3-Veg-LR
Germany,2099,26.65147451,326.0881542,6313.866751,SSP2-4.5,3358.651,705.651,1528.651,2529.651,388.651,EC-Earth3-Veg-LR
Spain,2099,4530.076923,56353.97063,916003.5312,SSP2-4.5,5382.077,873040.077,242235.077,728665.077,314278.077,EC-Earth3-Veg-LR
Sweden,2099,62.90638265,575.5504736,6904.559181,SSP2-4.5,2367.906,3591.906,1631.906,4240.906,3921.906,EC-Earth3-Veg-LR
Germany,2021,13.45549375,181.9712895,3751.829106,SSP5-8.5,201.455,3175.455,2457.455,2228.455,2203.455,EC-Earth3-Veg-LR
Spain,2021,3066.678988,37257.75418,617468.8323,SSP5-8.5,9644.679,273013.679,561316.679,325948.679,446125.679,EC-Earth3-Veg-LR
Sweden,2021,45.96035655,432.6063103,5489.40678,SSP5-8.5,1951.96,4587.96,2588.96,1404.96,1560.96,EC-Earth3-Veg-LR
Germany,2022,17.89157505,235.1987195,4070.469165,SSP5-8.5,3747.892,2290.892,2564.892,2786.892,1911.892,EC-Earth3-Veg-LR
Spain,2022,3208.108454,39933.53854,529884.359,SSP5-8.5,309371.108,235363.108,340354.108,392948.108,425901.108,EC-Earth3-Veg-LR
Sweden,2022,49.19263569,430.0479039,5435.598578,SSP5-8.5,694.193,1039.193,1091.193,1813.193,5331.193,EC-Earth3-Veg-LR
Germany,2023,22.04714598,287.0323078,5054.296259,SSP5-8.5,4345.047,3107.047,3947.047,506.047,3559.047,EC-Earth3-Veg-LR
Spain,2023,4472.94966,50090.55826,766638.5769,SSP5-8.5,643667.95,484207.95,637214.95,576242.95,263815.95,EC-Earth3-Veg-LR
Sweden,2023,53.5186556,501.4010892,7473.948578,SSP5-8.5,6430.519,1955.519,2206.519,4913.519,3265.519,EC-Earth3-Veg-LR
Germany,2024,23.2706767,300.6504266,4677.992134,SSP5-8.5,758.271,3104.271,2167.271,2735.271,1775.271,EC-Earth3-Veg-LR
Spain,2024,4285.14673,51991.25678,709920.2204,SSP5-8.5,270875.147,675262.147,93966.147,652471.147,649947.147,EC-Earth3-Veg-LR
Sweden,2024,61.30276963,537.7641394,7475.967685,SSP5-8.5,5177.303,7021.303,6355.303,4636.303,3441.303,EC-Earth3-Veg-LR
Germany,2025,22.79799439,301.9728713,4854.547711,SSP5-8.5,4814.798,3324.798,3742.798,4378.798,2296.798,EC-Earth3-Veg-LR
Spain,2025,4495.919384,54618.49952,859373.432,SSP5-8.5,478016.919,132905.919,390022.919,556409.919,29769.919,EC-Earth3-Veg-LR
Sweden,2025,59.28770907,582.4103536,8180.845086,SSP5-8.5,4375.288,3929.288,719.288,5292.288,2728.288,EC-Earth3-Veg-LR
Germany,2026,27.61426551,341.9384637,5301.681435,SSP5-8.5,2543.614,622.614,1777.614,3682.614,1185.614,EC-Earth3-Veg-LR
Spain,2026,4205.463969,56635.31778,861176.4101,SSP5-8.5,16049.464,103115.464,283914.464,633678.464,27308.464,EC-Earth3-Veg-LR
Sweden,2026,58.4239436,527.3965996,7546.276495,SSP5-8.5,571.424,6895.424,4475.424,1894.424,271.424,EC-Earth3-Veg-LR
Germany,2027,27.14378757,341.1353351,4840.174668,SSP5-8.5,1546.144,887.144,470.144,3392.144,1948.144,EC-Earth3-Veg-LR
Spain,2027,4633.403306,58897.3013,994690.8406,SSP5-8.5,482185.403,87561.403,750645.403,582706.403,208140.403,EC-Earth3-Veg-LR
Sweden,2027,40.81239396,413.5557418,4917.566638,SSP5-8.5,3657.812,740.812,3734.812,264.812,3025.812,EC-Earth3-Veg-LR
Germany,2028,30.44786572,337.9994471,5172.041055,SSP5-8.5,57.448,720.448,5069.448,2994.448,2759.448,EC-Earth3-Veg-LR
Spain,2028,4233.147086,58839.49482,940090.7117,SSP5-8.5,625480.147,344933.147,846447.147,477204.147,514776.147,EC-Earth3-Veg-LR
Sweden,2028,47.2859089,407.8196028,5175.279523,SSP5-8.5,907.286,1966.286,925.286,3154.286,4983.286,EC-Earth3-Veg-LR
Germany,2029,18.97044017,234.0035351,3764.690947,SSP5-8.5,2850.97,557.97,751.97,3261.97,1382.97,EC-Earth3-Veg-LR
Spain,2029,3840.602576,51608.20436,755735.8846,SSP5-8.5,642446.603,673181.603,504102.603,433645.603,563791.603,EC-Earth3-Veg-LR
Sweden,2029,82.16397068,729.8002258,8330.737628,SSP5-8.5,1489.164,4977.164,6504.164,7967.164,7697.164,EC-Earth3-Veg-LR
Germany,2030,17.43327087,221.3416021,3506.208173,SSP5-8.5,2658.433,1443.433,2488.433,1930.433,295.433,EC-Earth3-Veg-LR
Spain,2030,2950.875535,34331.25846,492370.7013,SSP5-8.5,434983.876,467447.876,326177.876,42256.876,229207.876,EC-Earth3-Veg-LR
Sweden,2030,87.52537754,768.3913495,9250.033446,SSP5-8.5,6728.525,6015.525,4569.525,6956.525,1342.525,EC-Earth3-Veg-LR
Germany,2031,31.01524187,384.0961929,5922.9185,SSP5-8.5,5631.015,339.015,266.015,4135.015,5765.015,EC-Earth3-Veg-LR
Spain,2031,3062.91425,34824.3623,509646.2851,SSP5-8.5,279796.914,297829.914,73847.914,451001.914,188372.914,EC-Earth3-Veg-LR
Sweden,2031,99.28051502,1014.416091,10925.96952,SSP5-8.5,335.281,9004.281,5054.281,6632.281,482.281,EC-Earth3-Veg-LR
Germany,2032,29.43305125,394.256266,5741.891315,SSP5-8.5,1599.433,1690.433,5741.433,423.433,5167.433,EC-Earth3-Veg-LR
Spain,2032,2994.746908,35003.40414,591218.0065,SSP5-8.5,127502.747,101414.747,39017.747,482167.747,189551.747,EC-Earth3-Veg-LR
Sweden,2032,106.9194184,939.9842211,11016.6826,SSP5-8.5,311.919,4005.919,5483.919,6279.919,5711.919,EC-Earth3-Veg-LR
Germany,2033,29.84125319,394.8727641,6705.154819,SSP5-8.5,6110.841,2229.841,4334.841,4328.841,2879.841,EC-Earth3-Veg-LR
Spain,2033,3773.892647,44047.13156,677521.032,SSP5-8.5,156745.893,237302.893,495622.893,238887.893,22521.893,EC-Earth3-Veg-LR
Sweden,2033,105.2418897,938.3727885,11263.67229,SSP5-8.5,3484.242,7312.242,1485.242,5231.242,2300.242,EC-Earth3-Veg-LR
Germany,2034,20.06481782,237.4985367,3467.226137,SSP5-8.5,561.065,853.065,2509.065,2753.065,175.065,EC-Earth3-Veg-LR
Spain,2034,3743.651465,44146.28262,662245.6754,SSP5-8.5,273500.651,445174.651,396342.651,520069.651,271493.651,EC-Earth3-Veg-LR
Sweden,2034,64.74436623,607.3143915,8515.023444,SSP5-8.5,6809.744,6450.744,3388.744,2954.744,7242.744,EC-Earth3-Veg-LR
Germany,2035,21.43357767,251.8710569,4733.900964,SSP5-8.5,3761.434,3391.434,2798.434,3012.434,713.434,EC-Earth3-Veg-LR
Spain,2035,3987.101221,44399.70366,711798.6079,SSP5-8.5,26034.101,328622.101,705286.101,413680.101,536449.101,EC-Earth3-Veg-LR
Sweden,2035,59.46320986,522.124137,6508.206959,SSP5-8.5,4678.463,5751.463,155.463,170.463,6110.463,EC-Earth3-Veg-LR
Germany,2036,20.01433004,249.0852714,4480.752076,SSP5-8.5,3528.014,844.014,646.014,2768.014,236.014,EC-Earth3-Veg-LR
Spain,2036,3702.45175,43492.68275,679109.7603,SSP5-8.5,79253.452,332586.452,258303.452,6050.452,72690.452,EC-Earth3-Veg-LR
Sweden,2036,58.71169162,488.2072327,6258.735083,SSP5-8.5,3201.712,6150.712,3606.712,332.712,3110.712,EC-Earth3-Veg-LR
Germany,2037,17.57301903,240.7389967,3491.761344,SSP5-8.5,230.573,3077.573,3298.573,2253.573,3128.573,EC-Earth3-Veg-LR
Spain,2037,3346.288157,39996.01391,543304.3811,SSP5-8.5,444814.288,84141.288,10483.288,307611.288,308713.288,EC-Earth3-Veg-LR
Sweden,2037,53.84029702,478.3394927,5593.355583,SSP5-8.5,2159.84,5078.84,3282.84,4351.84,1049.84,EC-Earth3-Veg-LR
Germany,2038,19.93581328,245.141895,4042.957151,SSP5-8.5,977.936,3452.936,874.936,3637.936,3480.936,EC-Earth3-Veg-LR
Spain,2038,3445.336156,39893.79716,624513.1312,SSP5-8.5,417886.336,83980.336,471850.336,153012.336,357281.336,EC-Earth3-Veg-LR
Sweden,2038,85.38585257,724.8408518,8771.671485,SSP5-8.5,8716.386,8698.386,4618.386,8728.386,1284.386,EC-Earth3-Veg-LR
Germany,2039,18.8032444,248.2597057,4173.127783,SSP5-8.5,3978.803,2669.803,2028.803,209.803,3889.803,EC-Earth3-Veg-LR
Spain,2039,5002.983332,62232.81138,970659.7202,SSP5-8.5,367230.983,847726.983,910454.983,350416.983,76880.983,EC-Earth3-Veg-LR
Sweden,2039,91.66357793,757.7438853,8543.453061,SSP5-8.5,6345.664,5525.664,8390.664,1242.664,7804.664,EC-Earth3-Veg-LR
Germany,2040,20.08220612,252.517434,4057.451868,SSP5-8.5,685.082,635.082,4026.082,339.082,701.082,EC-Earth3-Veg-LR
Spain,2040,5096.552834,62401.79658,990808.7972,SSP5-8.5,8236.553,566223.553,309503.553,224210.553,921464.553,EC-Earth3-Veg-LR
Sweden,2040,90.07366624,820.7566223,9252.202604,SSP5-8.5,5295.074,7027.074,448.074,5126.074,674.074,EC-Earth3-Veg-LR
Germany,2041,21.27796385,280.7477681,4114.449882,SSP5-8.5,3839.278,431.278,1167.278,2129.278,1824.278,EC-Earth3-Veg-LR
Spain,2041,4545.511755,58272.77047,822076.1253,SSP5-8.5,150470.512,85808.512,172227.512,694049.512,321606.512,EC-Earth3-Veg-LR
Sweden,2041,56.68783413,566.8061653,7075.344469,SSP5-8.5,2666.688,783.688,4026.688,5491.688,6673.688,EC-Earth3-Veg-LR
Germany,2042,20.5022492,282.5078429,4596.684857,SSP5-8.5,4425.502,905.502,3499.502,1758.502,4241.502,EC-Earth3-Veg-LR
Spain,2042,4358.219048,51295.05741,711947.8127,SSP5-8.5,169815.219,540977.219,65079.219,248841.219,25339.219,EC-Earth3-Veg-LR
Sweden,2042,63.48153495,559.9277392,7423.048665,SSP5-8.5,6957.482,7075.482,5457.482,7398.482,5010.482,EC-Earth3-Veg-LR
Germany,2043,23.89194668,296.1534562,4608.229481,SSP5-8.5,4355.892,4390.892,1072.892,3041.892,1557.892,EC-Earth3-Veg-LR
Spain,2043,3965.791489,48413.18309,766240.6232,SSP5-8.5,374569.791,462070.791,302551.791,322150.791,166411.791,EC-Earth3-Veg-LR
Sweden,2043,71.45457837,609.5598107,6806.536744,SSP5-8.5,6153.455,76.455,4224.455,618.455,5919.455,EC-Earth3-Veg-LR
Germany,2044,28.06411329,311.0333276,5123.585521,SSP5-8.5,3533.064,5017.064,4818.064,1996.064,1154.064,EC-Earth3-Veg-LR
Spain,2044,4658.937373,54310.71476,858019.8362,SSP5-8.5,231265.937,138767.937,299185.937,691353.937,658224.937,EC-Earth3-Veg-LR
Sweden,2044,73.56957078,632.4595304,7555.089556,SSP5-8.5,1513.57,7521.57,3192.57,1877.57,2368.57,EC-Earth3-Veg-LR
Germany,2045,21.50151751,301.7316243,4685.226531,SSP5-8.5,1666.502,4211.502,831.502,705.502,4354.502,EC-Earth3-Veg-LR
Spain,2045,5007.400034,57201.89189,909079.4192,SSP5-8.5,559469.4,122413.4,425522.4,236540.4,202506.4,EC-Earth3-Veg-LR
Sweden,2045,72.27633478,618.6556749,7841.935831,SSP5-8.5,1789.276,946.276,4425.276,6241.276,244.276,EC-Earth3-Veg-LR
Germany,2046,24.57658772,306.3264282,4844.748965,SSP5-8.5,1987.577,2502.577,4044.577,369.577,3867.577,EC-Earth3-Veg-LR
Spain,2046,5554.084973,64924.61646,1063453.705,SSP5-8.5,936762.085,971189.085,864913.085,974413.085,1014458.085,EC-Earth3-Veg-LR
Sweden,2046,61.73186018,547.0852271,6554.127015,SSP5-8.5,834.732,2836.732,5466.732,3341.732,3473.732,EC-Earth3-Veg-LR
Germany,2047,21.81136713,269.4402055,4829.718797,SSP5-8.5,1236.811,2215.811,2473.811,3486.811,4330.811,EC-Earth3-Veg-LR
Spain,2047,5027.467541,63541.21738,970361.9117,SSP5-8.5,45880.468,236222.468,968098.468,172490.468,545689.468,EC-Earth3-Veg-LR
Sweden,2047,58.40928748,533.9948455,5966.624142,SSP5-8.5,5064.409,3024.409,2985.409,293.409,2950.409,EC-Earth3-Veg-LR
Germany,2048,17.38588473,228.4387165,4420.967422,SSP5-8.5,2714.386,3902.386,4072.386,2662.386,4135.386,EC-Earth3-Veg-LR
Spain,2048,4966.494609,59194.4518,934591.5457,SSP5-8.5,782934.495,470226.495,254396.495,620560.495,279062.495,EC-Earth3-Veg-LR
Sweden,2048,51.83721363,471.9069871,5924.533342,SSP5-8.5,3209.837,4157.837,2094.837,4897.837,554.837,EC-Earth3-Veg-LR
Germany,2049,33.60043767,490.5197282,8394.694856,SSP5-8.5,7650.6,2869.6,1609.6,7403.6,1981.6,EC-Earth3-Veg-LR
Spain,2049,4514.170384,55961.90944,857986.8319,SSP5-8.5,575914.17,348110.17,458086.17,441855.17,375440.17,EC-Earth3-Veg-LR
Sweden,2049,96.29699948,798.9183301,10703.08642,SSP5-8.5,10073.297,8656.297,5668.297,3633.297,1729.297,EC-Earth3-Veg-LR
Germany,2050,38.21633557,489.593423,7565.408698,SSP5-8.5,4706.216,5993.216,6426.216,2229.216,6719.216,EC-Earth3-Veg-LR
Spain,2050,4705.800927,54474.36365,847437.0583,SSP5-8.5,44907.801,327794.801,594970.801,269672.801,801411.801,EC-Earth3-Veg-LR
Sweden,2050,84.21044848,802.3394322,8759.664279,SSP5-8.5,7330.21,4451.21,234.21,3580.21,205.21,EC-Earth3-Veg-LR
Germany,2051,41.88930211,457.6082575,6624.845846,SSP5-8.5,3643.889,233.889,704.889,691.889,577.889,EC-Earth3-Veg-LR
Spain,2051,5526.615245,69167.81738,1030949.904,SSP5-8.5,868743.615,496253.615,370837.615,790008.615,213706.615,EC-Earth3-Veg-LR
Sweden,2051,85.2777718,788.129354,10799.40615,SSP5-8.5,10239.278,228.278,360.278,2359.278,1294.278,EC-Earth3-Veg-LR
Germany,2052,19.77522931,266.8636273,4623.408978,SSP5-8.5,2025.775,3874.775,1574.775,3194.775,3798.775,EC-Earth3-Veg-LR
Spain,2052,5219.749209,67279.05992,996640.8911,SSP5-8.5,969178.749,503360.749,93750.749,337680.749,532018.749,EC-Earth3-Veg-LR
Sweden,2052,53.39950592,508.3724495,6854.512049,SSP5-8.5,4666.4,2151.4,3975.4,5429.4,284.4,EC-Earth3-Veg-LR
Germany,2053,19.17240182,257.3567163,4584.91004,SSP5-8.5,3072.172,3349.172,2784.172,1644.172,1930.172,EC-Earth3-Veg-LR
Spain,2053,4953.019505,64332.26053,945507.7389,SSP5-8.5,502831.02,525430.02,78373.02,64081.02,704905.02,EC-Earth3-Veg-LR
Sweden,2053,52.50584644,460.8906527,6028.490232,SSP5-8.5,3580.506,4227.506,4104.506,3795.506,3812.506,EC-Earth3-Veg-LR
Germany,2054,32.63351736,423.9348444,6367.327322,SSP5-8.5,2071.634,5137.634,123.634,2984.634,245.634,EC-Earth3-Veg-LR
Spain,2054,5157.996067,64984.57863,1071207.863,SSP5-8.5,222612.996,896237.996,784647.996,908355.996,593537.996,EC-Earth3-Veg-LR
Sweden,2054,57.33886073,534.6871315,7313.87766,SSP5-8.5,3196.339,1896.339,3986.339,2120.339,4508.339,EC-Earth3-Veg-LR
Germany,2055,32.76363265,424.679823,6940.271523,SSP5-8.5,6397.764,346.764,2363.764,714.764,2628.764,EC-Earth3-Veg-LR
Spain,2055,5147.379405,67934.72086,1065045.956,SSP5-8.5,1044376.379,260754.379,964744.379,845356.379,254434.379,EC-Earth3-Veg-LR
Sweden,2055,62.49774775,612.2389826,6989.732104,SSP5-8.5,2267.498,1554.498,2924.498,2803.498,1320.498,EC-Earth3-Veg-LR
Germany,2056,45.32576733,593.5788159,9589.415781,SSP5-8.5,5349.326,3588.326,4884.326,879.326,9090.326,EC-Earth3-Veg-LR
Spain,2056,5379.908373,69464.44312,1119645.853,SSP5-8.5,395638.908,755192.908,1017178.908,110075.908,62241.908,EC-Earth3-Veg-LR
Sweden,2056,117.0604341,1140.575607,13970.20903,SSP5-8.5,13816.06,9495.06,12869.06,9999.06,5852.06,EC-Earth3-Veg-LR
Germany,2057,41.85376558,560.4580053,9106.898288,SSP5-8.5,5000.854,966.854,7528.854,6164.854,8022.854,EC-Earth3-Veg-LR
Spain,2057,5967.517369,76967.61934,1313661.564,SSP5-8.5,688404.517,77352.517,484825.517,953750.517,1111354.517,EC-Earth3-Veg-LR
Sweden,2057,123.3450079,1168.333956,13576.45226,SSP5-8.5,1525.345,10776.345,7082.345,12840.345,4086.345,EC-Earth3-Veg-LR
Germany,2058,43.45109302,560.2655407,8837.670927,SSP5-8.5,4570.451,69.451,3565.451,3074.451,6182.451,EC-Earth3-Veg-LR
Spain,2058,5734.776241,76783.09664,1261852.413,SSP5-8.5,354886.776,926601.776,995649.776,1081612.776,611948.776,EC-Earth3-Veg-LR
Sweden,2058,111.0662868,1122.75914,13081.39335,SSP5-8.5,6706.066,4281.066,1447.066,5768.066,7703.066,EC-Earth3-Veg-LR
Germany,2059,22.15509881,279.1387453,4086.641207,SSP5-8.5,2018.155,4044.155,2368.155,1754.155,2842.155,EC-Earth3-Veg-LR
Spain,2059,5768.757681,75341.41653,1329399.722,SSP5-8.5,776238.758,1200759.758,307946.758,515638.758,952394.758,EC-Earth3-Veg-LR
Sweden,2059,60.58799824,575.5693079,7028.144848,SSP5-8.5,2126.588,1249.588,4104.588,1976.588,5122.588,EC-Earth3-Veg-LR
Germany,2060,22.64551316,257.1283816,3807.250638,SSP5-8.5,57.646,3753.646,1300.646,1008.646,2497.646,EC-Earth3-Veg-LR
Spain,2060,4367.550172,59154.85797,948967.8174,SSP5-8.5,291848.55,703577.55,433480.55,275093.55,548819.55,EC-Earth3-Veg-LR
Sweden,2060,73.50410693,609.6753319,7430.499011,SSP5-8.5,2282.504,7147.504,4906.504,1705.504,1213.504,EC-Earth3-Veg-LR
Germany,2061,19.84837586,247.7209958,4346.363771,SSP5-8.5,3286.848,1023.848,777.848,1151.848,3079.848,EC-Earth3-Veg-LR
Spain,2061,4378.07806,58094.167,882560.4169,SSP5-8.5,103526.078,633786.078,267684.078,77880.078,866662.078,EC-Earth3-Veg-LR
Sweden,2061,67.76089334,611.7979734,8407.037473,SSP5-8.5,6861.761,3221.761,1768.761,5914.761,3597.761,EC-Earth3-Veg-LR
Germany,2062,25.03523038,306.490505,5013.479526,SSP5-8.5,2401.035,3779.035,2438.035,2718.035,3711.035,EC-Earth3-Veg-LR
Spain,2062,4636.588724,56048.772,841564.9935,SSP5-8.5,263649.589,557839.589,599033.589,837654.589,646346.589,EC-Earth3-Veg-LR
Sweden,2062,71.61687709,595.5812207,7150.161597,SSP5-8.5,1368.617,787.617,1890.617,2229.617,202.617,EC-Earth3-Veg-LR
Germany,2063,23.21394415,284.597729,4360.381712,SSP5-8.5,3698.214,256.214,2419.214,3531.214,806.214,EC-Earth3-Veg-LR
Spain,2063,4557.587072,58324.46193,924553.1673,SSP5-8.5,86897.587,851724.587,649110.587,841312.587,359317.587,EC-Earth3-Veg-LR
Sweden,2063,60.76761962,536.9168438,6584.08091,SSP5-8.5,2624.768,5541.768,4636.768,5765.768,5247.768,EC-Earth3-Veg-LR
Germany,2064,21.98081038,272.2039834,4707.31101,SSP5-8.5,3945.981,3370.981,1701.981,2834.981,1559.981,EC-Earth3-Veg-LR
Spain,2064,4336.961035,52427.00977,822956.156,SSP5-8.5,246308.961,679086.961,9481.961,161782.961,286868.961,EC-Earth3-Veg-LR
Sweden,2064,76.72065182,687.1944296,8461.775812,SSP5-8.5,3289.721,5548.721,8189.721,7200.721,101.721,EC-Earth3-Veg-LR
Germany,2065,47.48766203,597.5098523,10850.85207,SSP5-8.5,155.488,2062.488,2755.488,3345.488,7767.488,EC-Earth3-Veg-LR
Spain,2065,4519.825552,53043.67553,825898.1774,SSP5-8.5,147532.826,114821.826,577479.826,441268.826,496190.826,EC-Earth3-Veg-LR
Sweden,2065,87.79483074,773.4176992,10284.62301,SSP5-8.5,7271.795,9912.795,4600.795,5542.795,7352.795,EC-Earth3-Veg-LR
Germany,2066,48.89896821,608.671217,9993.698407,SSP5-8.5,497.899,5232.899,3722.899,7871.899,1594.899,EC-Earth3-Veg-LR
Spain,2066,5337.061607,69075.19111,1180790.696,SSP5-8.5,847305.062,1034051.062,629937.062,942103.062,445552.062,EC-Earth3-Veg-LR
Sweden,2066,84.21093249,789.8093692,9257.464756,SSP5-8.5,7875.211,4810.211,5692.211,8812.211,6132.211,EC-Earth3-Veg-LR
Germany,2067,42.98603909,612.1091399,9574.761335,SSP5-8.5,4714.986,1509.986,5287.986,6429.986,1467.986,EC-Earth3-Veg-LR
Spain,2067,5575.250959,69305.85564,1049704.693,SSP5-8.5,171822.251,433875.251,883187.251,277411.251,433050.251,EC-Earth3-Veg-LR
Sweden,2067,80.34547948,705.4934038,9561.300717,SSP5-8.5,4109.345,3583.345,2510.345,5744.345,9511.345,EC-Earth3-Veg-LR
Germany,2068,45.52102176,580.1280715,10580.8059,SSP5-8.5,7538.521,8386.521,2721.521,8432.521,8502.521,EC-Earth3-Veg-LR
Spain,2068,5873.283291,78565.45081,1526208.637,SSP5-8.5,94669.283,721234.283,309593.283,741485.283,305795.283,EC-Earth3-Veg-LR
Sweden,2068,62.17717942,556.456688,6979.950541,SSP5-8.5,855.177,5533.177,2644.177,774.177,6829.177,EC-Earth3-Veg-LR
Germany,2069,50.42202893,678.6952383,10887.21601,SSP5-8.5,1527.422,5382.422,6773.422,2017.422,2052.422,EC-Earth3-Veg-LR
Spain,2069,6939.866481,82011.38296,1397868.277,SSP5-8.5,737629.866,239760.866,11673.866,1177491.866,1350904.866,EC-Earth3-Veg-LR
Sweden,2069,83.84102383,731.6287644,9174.81583,SSP5-8.5,5184.841,1085.841,4240.841,1880.841,3433.841,EC-Earth3-Veg-LR
Germany,2070,48.3720838,685.4195058,10977.96163,SSP5-8.5,5885.372,699.372,9284.372,1899.372,7369.372,EC-Earth3-Veg-LR
Spain,2070,5759.644554,79371.51075,1287880.8,SSP5-8.5,894491.645,1090083.645,414514.645,49356.645,214968.645,EC-Earth3-Veg-LR
Sweden,2070,87.50618032,780.9506437,10127.25976,SSP5-8.5,6768.506,7597.506,5046.506,6258.506,2828.506,EC-Earth3-Veg-LR
Germany,2071,51.28791517,604.0477217,8103.331169,SSP5-8.5,5101.288,3517.288,4774.288,2120.288,7222.288,EC-Earth3-Veg-LR
Spain,2071,5856.801514,78522.0123,1368867.126,SSP5-8.5,1333605.802,371345.802,370777.802,364959.802,1346317.802,EC-Earth3-Veg-LR
Sweden,2071,93.06577966,808.7936107,9407.925682,SSP5-8.5,7417.066,9199.066,1211.066,2309.066,4634.066,EC-Earth3-Veg-LR
Germany,2072,19.04413409,255.4392899,4326.506508,SSP5-8.5,3170.044,1002.044,1849.044,387.044,3784.044,EC-Earth3-Veg-LR
Spain,2072,5925.777403,74241.14061,1267879.985,SSP5-8.5,1110189.777,358009.777,442531.777,1153878.777,1229090.777,EC-Earth3-Veg-LR
Sweden,2072,63.94788013,600.2504079,7350.752289,SSP5-8.5,3974.948,2068.948,6429.948,3113.948,2841.948,EC-Earth3-Veg-LR
Germany,2073,37.05551622,506.3751726,8712.155353,SSP5-8.5,4444.056,3524.056,904.056,1779.056,126.056,EC-Earth3-Veg-LR
Spain,2073,6018.671962,76173.74031,1242162.346,SSP5-8.5,260482.672,671954.672,250838.672,957318.672,781795.672,EC-Earth3-Veg-LR
Sweden,2073,64.1694227,605.3470258,7410.827426,SSP5-8.5,625.169,630.169,5432.169,919.169,1517.169,EC-Earth3-Veg-LR
Germany,2074,38.84049879,509.7095649,9640.058468,SSP5-8.5,9261.84,1419.84,2550.84,5863.84,9358.84,EC-Earth3-Veg-LR
