country,year,size_predicted_lower,size_predicted_median,size_predicted_upper,scenario,area_to_burn.1,area_to_burn.2,area_to_burn.3,area_to_burn.4,area_to_burn.5,model
Germany,2099,29.69043639,346.194183,6620.632183,SSP5-8.5,1143.69,4081.69,1641.69,376.69,201.69,MPI-ESM1-2-LR
Spain,2099,11890.10451,198452.3865,4339746.177,SSP5-8.5,1950146.105,275432.105,2416444.105,1067606.105,1627227.105,MPI-ESM1-2-LR
Sweden,2099,54.86900787,481.8671177,6123.175732,SSP5-8.5,1572.869,718.869,2988.869,5125.869,1609.869,MPI-ESM1-2-LR
Germany,2021,16.71231308,217.4254432,3899.905801,SSP1-2.6,1523.712,3527.712,1522.712,3837.712,463.712,EC-Earth3-Veg-LR
Spain,2021,3468.468513,41067.62687,624744.6506,SSP1-2.6,470329.469,515038.469,542904.469,550492.469,130562.469,EC-Earth3-Veg-LR
Sweden,2021,53.76212739,488.4911476,6899.816938,SSP1-2.6,3351.762,5553.762,6002.762,3013.762,5693.762,EC-Earth3-Veg-LR
Germany,2022,24.31693195,284.9488242,4784.638505,SSP1-2.6,4499.317,2532.317,1692.317,4728.317,1192.317,EC-Earth3-Veg-LR
Spain,2022,2669.695626,32627.84314,544704.3272,SSP1-2.6,58626.696,513670.696,151586.696,124458.696,342607.696,EC-Earth3-Veg-LR
Sweden,2022,59.69557897,539.2660265,6833.984258,SSP1-2.6,1348.696,966.696,4022.696,2216.696,3650.696,EC-Earth3-Veg-LR
Germany,2023,27.65270668,359.0408591,5438.081845,SSP1-2.6,1659.653,4796.653,3971.653,219.653,4800.653,EC-Earth3-Veg-LR
Spain,2023,4621.053465,57852.76889,952633.1427,SSP1-2.6,888188.053,81086.053,882727.053,316037.053,364996.053,EC-Earth3-Veg-LR
Sweden,2023,65.25110422,532.0158375,6782.296728,SSP1-2.6,6230.251,5714.251,752.251,490.251,1808.251,EC-Earth3-Veg-LR
Germany,2024,29.1270566,338.9853607,5849.197898,SSP1-2.6,5796.127,3762.127,2521.127,1931.127,431.127,EC-Earth3-Veg-LR
Spain,2024,4544.526377,55662.29116,913167.2003,SSP1-2.6,83573.526,398802.526,640156.526,305867.526,647825.526,EC-Earth3-Veg-LR
Sweden,2024,59.81655861,511.1592978,6180.359289,SSP1-2.6,1296.817,2879.817,2573.817,3421.817,3222.817,EC-Earth3-Veg-LR
Germany,2025,27.45767053,354.4161535,6515.333831,SSP1-2.6,6261.458,2912.458,4743.458,2286.458,4022.458,EC-Earth3-Veg-LR
Spain,2025,4544.357826,52549.97871,791520.9783,SSP1-2.6,756253.358,344555.358,774006.358,539296.358,47692.358,EC-Earth3-Veg-LR
Sweden,2025,53.54656407,501.4506702,5642.099139,SSP1-2.6,3975.547,520.547,2455.547,2188.547,4327.547,EC-Earth3-Veg-LR
Germany,2026,19.02140062,251.0676878,4030.152923,SSP1-2.6,2121.021,3089.021,3710.021,3255.021,610.021,EC-Earth3-Veg-LR
Spain,2026,3840.057225,46299.20326,704473.5305,SSP1-2.6,18183.057,518706.057,696643.057,222225.057,525621.057,EC-Earth3-Veg-LR
Sweden,2026,54.51741759,464.8563142,6712.025185,SSP1-2.6,3489.517,2913.517,1852.517,1911.517,4834.517,EC-Earth3-Veg-LR
Germany,2027,30.14456988,384.6823256,6669.885892,SSP1-2.6,4715.145,2666.145,4719.145,6516.145,2318.145,EC-Earth3-Veg-LR
Spain,2027,3788.122546,44969.84337,634632.3515,SSP1-2.6,292242.123,372677.123,183427.123,358995.123,166178.123,EC-Earth3-Veg-LR
Sweden,2027,68.66108647,624.3944687,8420.702165,SSP1-2.6,768.661,576.661,337.661,7994.661,6231.661,EC-Earth3-Veg-LR
Germany,2028,28.1782552,348.808297,6026.453815,SSP1-2.6,5571.178,1514.178,1201.178,1967.178,2797.178,EC-Earth3-Veg-LR
Spain,2028,3246.029347,39287.15771,517859.4231,SSP1-2.6,133634.029,268352.029,332632.029,235215.029,81469.029,EC-Earth3-Veg-LR
Sweden,2028,79.86162535,753.143452,10136.71326,SSP1-2.6,2718.862,9357.862,2735.862,4352.862,7745.862,EC-Earth3-Veg-LR
Germany,2029,27.31892148,358.1712196,6476.279709,SSP1-2.6,2788.319,1634.319,1234.319,3797.319,4271.319,EC-Earth3-Veg-LR
Spain,2029,3626.870288,38197.30212,551061.0747,SSP1-2.6,523610.87,252661.87,286560.87,400619.87,472377.87,EC-Earth3-Veg-LR
Sweden,2029,81.11703927,730.2494482,9849.15549,SSP1-2.6,8438.117,2260.117,6671.117,5177.117,467.117,EC-Earth3-Veg-LR
Germany,2030,21.44602394,268.2169226,4175.776221,SSP1-2.6,72.446,1838.446,2535.446,1248.446,842.446,EC-Earth3-Veg-LR
Spain,2030,3972.298264,46565.55343,696116.5666,SSP1-2.6,555634.298,62439.298,455054.298,648042.298,221588.298,EC-Earth3-Veg-LR
Sweden,2030,73.33797001,752.8759488,10507.41376,SSP1-2.6,6480.338,1040.338,4465.338,3580.338,5984.338,EC-Earth3-Veg-LR
Germany,2031,19.73796778,256.5301212,4433.713361,SSP1-2.6,2088.738,1857.738,3091.738,3833.738,2759.738,EC-Earth3-Veg-LR
Spain,2031,4537.38286,54667.76721,864124.1004,SSP1-2.6,861423.383,441617.383,194793.383,479089.383,152573.383,EC-Earth3-Veg-LR
Sweden,2031,67.1454599,632.6675034,7215.595871,SSP1-2.6,6387.145,5628.145,3569.145,329.145,1871.145,EC-Earth3-Veg-LR
Germany,2032,22.84381619,289.5230893,4475.9426,SSP1-2.6,2573.844,2112.844,3320.844,2533.844,3545.844,EC-Earth3-Veg-LR
Spain,2032,4564.74572,53279.60207,801599.87,SSP1-2.6,637054.746,275395.746,87240.746,204813.746,122165.746,EC-Earth3-Veg-LR
Sweden,2032,62.83594326,626.8120566,8484.428624,SSP1-2.6,5738.836,428.836,4435.836,5276.836,6623.836,EC-Earth3-Veg-LR
Germany,2033,22.36119071,270.397,4464.255583,SSP1-2.6,3346.361,1439.361,1681.361,1676.361,1298.361,EC-Earth3-Veg-LR
Spain,2033,4511.128489,51162.72825,779331.547,SSP1-2.6,707362.128,469876.128,561412.128,525697.128,586271.128,EC-Earth3-Veg-LR
Sweden,2033,73.12168651,630.2948431,7819.555046,SSP1-2.6,3954.122,4778.122,706.122,3726.122,1780.122,EC-Earth3-Veg-LR
Germany,2034,25.87401527,284.0892263,4618.824367,SSP1-2.6,1192.874,33.874,3599.874,1271.874,4361.874,EC-Earth3-Veg-LR
Spain,2034,3332.937348,40741.46184,649278.3626,SSP1-2.6,206885.937,646442.937,98039.937,66664.937,367625.937,EC-Earth3-Veg-LR
Sweden,2034,70.12499856,651.63666,7903.397765,SSP1-2.6,5705.125,6961.125,7090.125,2645.125,7856.125,EC-Earth3-Veg-LR
Germany,2035,16.82065373,256.7589133,4293.929675,SSP1-2.6,791.821,711.821,778.821,1275.821,4122.821,EC-Earth3-Veg-LR
Spain,2035,3268.135231,38279.03245,615766.5186,SSP1-2.6,586210.135,574517.135,386186.135,261759.135,609874.135,EC-Earth3-Veg-LR
Sweden,2035,76.86299947,657.0859769,7974.106894,SSP1-2.6,6859.863,7132.863,6843.863,6400.863,3425.863,EC-Earth3-Veg-LR
Germany,2036,18.09661229,262.7141346,4123.112977,SSP1-2.6,3596.097,984.097,2752.097,592.097,3328.097,EC-Earth3-Veg-LR
Spain,2036,3810.992917,49692.92908,750343.0627,SSP1-2.6,400116.993,213380.993,24830.993,523548.993,310445.993,EC-Earth3-Veg-LR
Sweden,2036,54.6399137,493.1802595,6868.984758,SSP1-2.6,6489.64,5990.64,2893.64,1510.64,709.64,EC-Earth3-Veg-LR
Germany,2037,25.59358907,292.7491761,4381.281836,SSP1-2.6,162.594,83.594,2111.594,226.594,3781.594,EC-Earth3-Veg-LR
Spain,2037,4127.051887,49173.47883,853199.043,SSP1-2.6,681076.052,292714.052,74657.052,562430.052,218017.052,EC-Earth3-Veg-LR
Sweden,2037,67.84512727,578.3139435,6737.666458,SSP1-2.6,2810.845,2887.845,2861.845,1315.845,2088.845,EC-Earth3-Veg-LR
Germany,2038,25.85842143,305.5566102,5080.740645,SSP1-2.6,997.858,2657.858,3399.858,2755.858,2089.858,EC-Earth3-Veg-LR
Spain,2038,4272.466088,47976.74145,760260.2878,SSP1-2.6,4366.466,362987.466,353929.466,608085.466,125567.466,EC-Earth3-Veg-LR
Sweden,2038,66.93338633,586.2821354,7669.523213,SSP1-2.6,5012.933,7395.933,3634.933,2519.933,416.933,EC-Earth3-Veg-LR
Germany,2039,24.51964591,302.2248603,4996.545338,SSP1-2.6,4969.52,2395.52,2445.52,1750.52,3048.52,EC-Earth3-Veg-LR
Spain,2039,3423.054898,40784.66122,644084.1052,SSP1-2.6,134721.055,20856.055,376213.055,215467.055,141715.055,EC-Earth3-Veg-LR
Sweden,2039,67.44692286,623.2331971,8026.195221,SSP1-2.6,4721.447,1322.447,7298.447,6576.447,1597.447,EC-Earth3-Veg-LR
Germany,2040,29.26608361,379.7501149,5713.560396,SSP1-2.6,2040.266,244.266,1952.266,5702.266,4808.266,EC-Earth3-Veg-LR
Spain,2040,3756.636609,42163.82821,715041.1983,SSP1-2.6,695540.637,183797.637,422927.637,179603.637,386117.637,EC-Earth3-Veg-LR
Sweden,2040,65.54931521,562.8599964,7429.079923,SSP1-2.6,1141.549,1737.549,275.549,6784.549,4477.549,EC-Earth3-Veg-LR
Germany,2041,30.41942856,384.9522049,5929.719851,SSP1-2.6,1821.419,3765.419,1448.419,2714.419,2606.419,EC-Earth3-Veg-LR
Spain,2041,3663.297632,42565.52828,649841.1895,SSP1-2.6,397046.298,350130.298,83739.298,515380.298,8359.298,EC-Earth3-Veg-LR
Sweden,2041,58.13668142,567.2379549,7100.088905,SSP1-2.6,6124.137,538.137,6027.137,2527.137,707.137,EC-Earth3-Veg-LR
Germany,2042,33.34929506,397.829638,6011.984471,SSP1-2.6,1767.349,4137.349,3786.349,2486.349,3207.349,EC-Earth3-Veg-LR
Spain,2042,3670.568619,41035.198,678923.0127,SSP1-2.6,647318.569,144987.569,394959.569,75988.569,412077.569,EC-Earth3-Veg-LR
Sweden,2042,41.66274456,432.0294715,5137.740641,SSP1-2.6,1581.663,1246.663,329.663,2690.663,1330.663,EC-Earth3-Veg-LR
Germany,2043,20.40654547,283.6574547,4773.836088,SSP1-2.6,3935.407,3432.407,2623.407,3268.407,28.407,EC-Earth3-Veg-LR
Spain,2043,3484.03582,40385.49268,552914.091,SSP1-2.6,321037.036,111193.036,201709.036,338392.036,344705.036,EC-Earth3-Veg-LR
Sweden,2043,62.42168714,554.6029383,7409.017051,SSP1-2.6,6166.422,2765.422,2027.422,2351.422,2929.422,EC-Earth3-Veg-LR
Germany,2044,22.91512022,276.6282938,4531.880501,SSP1-2.6,56.915,1352.915,2586.915,3205.915,288.915,EC-Earth3-Veg-LR
Spain,2044,3536.661953,41889.53294,615538.8647,SSP1-2.6,292261.662,545190.662,14587.662,193981.662,222542.662,EC-Earth3-Veg-LR
Sweden,2044,63.42481688,618.586224,7313.591885,SSP1-2.6,1471.425,5240.425,1081.425,1266.425,7292.425,EC-Earth3-Veg-LR
Germany,2045,21.06457991,278.1051881,4516.45725,SSP1-2.6,3213.065,947.065,4373.065,2253.065,3028.065,EC-Earth3-Veg-LR
Spain,2045,3427.060327,39855.60288,552503.7496,SSP1-2.6,20746.06,326495.06,436334.06,380019.06,330316.06,EC-Earth3-Veg-LR
Sweden,2045,66.65600964,613.6570829,7780.811608,SSP1-2.6,464.656,6791.656,3957.656,6920.656,4765.656,EC-Earth3-Veg-LR
Germany,2046,19.61073705,254.3000319,4346.060921,SSP1-2.6,332.611,4041.611,72.611,3682.611,1126.611,EC-Earth3-Veg-LR
Spain,2046,3533.894238,40695.58078,647073.348,SSP1-2.6,389095.894,470151.894,370940.894,597158.894,547297.894,EC-Earth3-Veg-LR
Sweden,2046,63.5316944,537.7613526,7202.619009,SSP1-2.6,6478.532,1411.532,4059.532,4332.532,4678.532,EC-Earth3-Veg-LR
Germany,2047,19.41898369,255.3845319,3880.341548,SSP1-2.6,1197.419,1152.419,1751.419,761.419,415.419,EC-Earth3-Veg-LR
Spain,2047,3536.241423,44874.02424,623705.2139,SSP1-2.6,507604.241,590622.241,444126.241,462665.241,472843.241,EC-Earth3-Veg-LR
Sweden,2047,56.83516772,495.6771578,6772.877842,SSP1-2.6,5090.835,1407.835,2318.835,5691.835,6095.835,EC-Earth3-Veg-LR
Germany,2048,23.97359621,335.9477507,5390.395863,SSP1-2.6,3845.974,3015.974,5237.974,157.974,5132.974,EC-Earth3-Veg-LR
Spain,2048,3917.348596,44165.93239,721007.6124,SSP1-2.6,26606.349,170861.349,613019.349,322961.349,7773.349,EC-Earth3-Veg-LR
Sweden,2048,66.83447256,609.2924963,6662.292556,SSP1-2.6,379.834,1657.834,4618.834,1735.834,2181.834,EC-Earth3-Veg-LR
Germany,2049,25.94479311,333.9520318,4985.048388,SSP1-2.6,2479.945,2926.945,2366.945,4627.945,2641.945,EC-Earth3-Veg-LR
Spain,2049,3768.231586,43782.48223,676253.2325,SSP1-2.6,506620.232,556849.232,404687.232,556085.232,58727.232,EC-Earth3-Veg-LR
Sweden,2049,68.57112507,590.8434863,6584.020242,SSP1-2.6,1611.571,1407.571,820.571,1807.571,350.571,EC-Earth3-Veg-LR
Germany,2050,24.27813131,355.3915838,5542.84213,SSP1-2.6,2534.278,5480.278,4072.278,2212.278,849.278,EC-Earth3-Veg-LR
Spain,2050,2853.369449,33071.65857,482165.6095,SSP1-2.6,363070.369,191950.369,67704.369,255177.369,394391.369,EC-Earth3-Veg-LR
Sweden,2050,63.94027589,631.0154971,8690.357174,SSP1-2.6,3427.94,1180.94,1448.94,8637.94,1975.94,EC-Earth3-Veg-LR
Germany,2051,21.61185473,286.6461003,4056.077895,SSP1-2.6,1240.612,3539.612,541.612,4000.612,3199.612,EC-Earth3-Veg-LR
Spain,2051,5634.81637,65336.98464,941020.1212,SSP1-2.6,298670.816,433174.816,720586.816,151952.816,211181.816,EC-Earth3-Veg-LR
Sweden,2051,68.02482891,619.2225793,7731.796789,SSP1-2.6,6311.025,7531.025,1511.025,1662.025,1299.025,EC-Earth3-Veg-LR
Germany,2052,21.36258258,277.5524584,4660.420369,SSP1-2.6,3305.363,3172.363,27.363,3786.363,2842.363,EC-Earth3-Veg-LR
Spain,2052,4927.282877,63733.3008,1001794.144,SSP1-2.6,418040.283,564087.283,752994.283,489124.283,698259.283,EC-Earth3-Veg-LR
Sweden,2052,65.13526292,605.0894346,7127.594174,SSP1-2.6,3758.135,5973.135,6159.135,4779.135,6937.135,EC-Earth3-Veg-LR
Germany,2053,19.54299179,261.6736036,4447.827501,SSP1-2.6,3572.543,460.543,2831.543,522.543,2433.543,EC-Earth3-Veg-LR
Spain,2053,5185.885508,68749.89539,1043330.633,SSP1-2.6,362359.886,415617.886,660947.886,649796.886,876134.886,EC-Earth3-Veg-LR
Sweden,2053,61.47337606,542.0150788,7183.671009,SSP1-2.6,5616.473,2628.473,4227.473,3141.473,4484.473,EC-Earth3-Veg-LR
Germany,2054,18.71598305,252.5073811,3856.21261,SSP1-2.6,2490.716,3187.716,465.716,2503.716,2621.716,EC-Earth3-Veg-LR
Spain,2054,3315.653706,40696.2764,594059.8753,SSP1-2.6,113100.654,442475.654,373089.654,472280.654,407147.654,EC-Earth3-Veg-LR
Sweden,2054,51.3809528,471.844464,6797.383546,SSP1-2.6,6380.381,3210.381,5838.381,1195.381,1261.381,EC-Earth3-Veg-LR
Germany,2055,18.54154128,230.1879354,3876.862479,SSP1-2.6,1636.542,2491.542,2092.542,3124.542,566.542,EC-Earth3-Veg-LR
Spain,2055,2941.537226,34213.12069,545861.7877,SSP1-2.6,512027.537,475598.537,98615.537,118354.537,430281.537,EC-Earth3-Veg-LR
Sweden,2055,52.17930569,477.4168609,6842.441915,SSP1-2.6,4918.179,5017.179,5717.179,5541.179,1558.179,EC-Earth3-Veg-LR
Germany,2056,16.4678549,243.837178,4139.175067,SSP1-2.6,3665.468,345.468,344.468,4016.468,471.468,EC-Earth3-Veg-LR
Spain,2056,3193.445947,35783.0151,506636.9085,SSP1-2.6,433625.446,43649.446,131851.446,40026.446,89861.446,EC-Earth3-Veg-LR
Sweden,2056,54.14045067,486.1467667,6121.947471,SSP1-2.6,5055.14,980.14,2999.14,2000.14,1701.14,EC-Earth3-Veg-LR
Germany,2057,20.94844456,243.2696863,4074.231807,SSP1-2.6,139.948,1918.948,3686.948,1790.948,1533.948,EC-Earth3-Veg-LR
Spain,2057,2847.464957,35250.4397,494533.4456,SSP1-2.6,184479.465,311351.465,208619.465,20730.465,418233.465,EC-Earth3-Veg-LR
Sweden,2057,56.51038883,476.0837893,6431.356464,SSP1-2.6,3652.51,3424.51,525.51,353.51,1497.51,EC-Earth3-Veg-LR
Germany,2058,18.00751653,231.1692642,4366.635049,SSP1-2.6,2621.008,1467.008,2760.008,1959.008,3430.008,EC-Earth3-Veg-LR
Spain,2058,3058.067853,33908.97828,524566.3979,SSP1-2.6,352818.068,450402.068,332079.068,146854.068,116154.068,EC-Earth3-Veg-LR
Sweden,2058,70.74658796,624.6329975,8711.702417,SSP1-2.6,553.747,7138.747,7710.747,3799.747,4485.747,EC-Earth3-Veg-LR
Germany,2059,12.98191009,192.8062548,3386.112555,SSP1-2.6,1447.982,2370.982,3055.982,3172.982,2604.982,EC-Earth3-Veg-LR
Spain,2059,3331.79608,41441.56739,591074.1145,SSP1-2.6,151012.796,202015.796,525737.796,160506.796,534249.796,EC-Earth3-Veg-LR
Sweden,2059,61.93888393,611.8785389,8214.268747,SSP1-2.6,1057.939,939.939,2019.939,8005.939,3419.939,EC-Earth3-Veg-LR
Germany,2060,15.69552195,227.0898569,3695.611974,SSP1-2.6,2036.696,2760.696,1971.696,1789.696,676.696,EC-Earth3-Veg-LR
Spain,2060,3699.742345,42980.38641,703421.4194,SSP1-2.6,414892.742,241104.742,362572.742,177160.742,598114.742,EC-Earth3-Veg-LR
Sweden,2060,62.36175937,654.1371878,9581.338859,SSP1-2.6,5831.362,2545.362,680.362,9234.362,8833.362,EC-Earth3-Veg-LR
Germany,2061,26.42926714,353.5475973,5526.797913,SSP1-2.6,1388.429,5001.429,3531.429,5134.429,221.429,EC-Earth3-Veg-LR
Spain,2061,3943.997713,44952.69195,661540.1696,SSP1-2.6,39831.998,569662.998,522258.998,435424.998,531067.998,EC-Earth3-Veg-LR
Sweden,2061,66.2567475,527.3671567,7045.942351,SSP1-2.6,2208.257,611.257,704.257,2970.257,1606.257,EC-Earth3-Veg-LR
Germany,2062,25.52720849,358.6285314,5520.492452,SSP1-2.6,1822.527,2707.527,441.527,4410.527,179.527,EC-Earth3-Veg-LR
Spain,2062,3773.710956,43292.82695,643104.2489,SSP1-2.6,623968.711,99240.711,436807.711,358670.711,242580.711,EC-Earth3-Veg-LR
Sweden,2062,59.37841065,577.5685822,7060.871436,SSP1-2.6,3150.378,258.378,4864.378,2934.378,7035.378,EC-Earth3-Veg-LR
Germany,2063,26.85488181,361.0050456,5517.747912,SSP1-2.6,4705.855,643.855,652.855,2386.855,5268.855,EC-Earth3-Veg-LR
Spain,2063,3105.666357,35164.13545,525100.4911,SSP1-2.6,523075.666,122924.666,341363.666,522193.666,91542.666,EC-Earth3-Veg-LR
Sweden,2063,67.53755578,563.3231684,6538.711452,SSP1-2.6,493.538,1776.538,3459.538,2566.538,6314.538,EC-Earth3-Veg-LR
Germany,2064,33.43325178,392.4761781,5945.700098,SSP1-2.6,1637.433,1391.433,720.433,2929.433,4845.433,EC-Earth3-Veg-LR
Spain,2064,4091.674522,52050.97043,825785.4921,SSP1-2.6,504346.675,786646.675,116219.675,549355.675,87518.675,EC-Earth3-Veg-LR
Sweden,2064,63.3217945,589.389657,7613.173516,SSP1-2.6,2406.322,4969.322,7282.322,3215.322,5428.322,EC-Earth3-Veg-LR
Germany,2065,31.93986738,390.6311303,6839.405455,SSP1-2.6,2572.94,330.94,4931.94,1292.94,2694.94,EC-Earth3-Veg-LR
Spain,2065,4495.676526,51627.85899,805442.5341,SSP1-2.6,417621.677,160380.677,95660.677,633893.677,738105.677,EC-Earth3-Veg-LR
Sweden,2065,64.58237022,564.9737985,6505.240386,SSP1-2.6,4928.582,4612.582,4652.582,5222.582,2454.582,EC-Earth3-Veg-LR
Germany,2066,33.25711396,360.1876558,5267.246187,SSP1-2.6,4177.257,5084.257,1623.257,3912.257,1325.257,EC-Earth3-Veg-LR
Spain,2066,4512.396801,54829.31253,808843.9397,SSP1-2.6,128089.397,598402.397,46724.397,457662.397,178024.397,EC-Earth3-Veg-LR
Sweden,2066,48.58788201,430.8681633,5809.952452,SSP1-2.6,4971.588,2420.588,3488.588,4754.588,2699.588,EC-Earth3-Veg-LR
Germany,2067,18.90926091,248.257376,4358.908985,SSP1-2.6,2462.909,3944.909,1721.909,531.909,120.909,EC-Earth3-Veg-LR
Spain,2067,3618.825012,43888.15326,670454.9293,SSP1-2.6,31533.825,135800.825,143220.825,615104.825,375632.825,EC-Earth3-Veg-LR
Sweden,2067,47.11428457,422.2719518,5374.692901,SSP1-2.6,2644.114,4050.114,919.114,4294.114,2343.114,EC-Earth3-Veg-LR
Germany,2068,20.97622835,256.3285278,3974.266437,SSP1-2.6,1300.976,2104.976,45.976,2080.976,3621.976,EC-Earth3-Veg-LR
Spain,2068,3970.216471,43926.25935,676674.4026,SSP1-2.6,299020.216,578965.216,446793.216,495577.216,301919.216,EC-Earth3-Veg-LR
Sweden,2068,46.89698876,468.2115295,5803.425829,SSP1-2.6,1726.897,5448.897,4570.897,1689.897,3573.897,EC-Earth3-Veg-LR
Germany,2069,22.83126388,291.0005228,4897.110298,SSP1-2.6,1573.831,255.831,4612.831,4871.831,2222.831,EC-Earth3-Veg-LR
Spain,2069,3918.732632,46786.22812,700171.1171,SSP1-2.6,396635.733,105600.733,56310.733,502663.733,518417.733,EC-Earth3-Veg-LR
Sweden,2069,60.6746835,505.984772,6400.861553,SSP1-2.6,3618.675,2593.675,5377.675,1161.675,647.675,EC-Earth3-Veg-LR
Germany,2070,32.61059354,366.5508989,5740.363372,SSP1-2.6,4663.611,1124.611,3797.611,3771.611,5616.611,EC-Earth3-Veg-LR
Spain,2070,5043.335578,59729.45148,988997.6138,SSP1-2.6,386591.336,853781.336,486578.336,392068.336,461389.336,EC-Earth3-Veg-LR
Sweden,2070,58.68230535,535.3902586,6421.5517,SSP1-2.6,3907.682,6161.682,5180.682,4773.682,2101.682,EC-Earth3-Veg-LR
Germany,2071,29.30315324,381.677615,5953.178727,SSP1-2.6,1687.303,4017.303,41.303,3558.303,4836.303,EC-Earth3-Veg-LR
Spain,2071,4964.718857,58390.77625,838063.3122,SSP1-2.6,490520.719,128489.719,625061.719,705490.719,546154.719,EC-Earth3-Veg-LR
Sweden,2071,63.02238451,548.099241,7183.288826,SSP1-2.6,6735.022,6282.022,5090.022,1488.022,842.022,EC-Earth3-Veg-LR
Germany,2072,27.31464872,354.2903391,5393.858613,SSP1-2.6,2444.315,4237.315,879.315,5200.315,875.315,EC-Earth3-Veg-LR
Spain,2072,4582.75097,57954.81869,892211.2516,SSP1-2.6,817868.751,509074.751,66298.751,710810.751,343406.751,EC-Earth3-Veg-LR
Sweden,2072,47.83523135,434.3825033,5237.072783,SSP1-2.6,1667.835,2775.835,1592.835,2378.835,3605.835,EC-Earth3-Veg-LR
Germany,2073,15.03935205,207.4207991,3437.855307,SSP1-2.6,3408.039,1524.039,1961.039,3279.039,690.039,EC-Earth3-Veg-LR
Spain,2073,3480.52577,39074.49055,589030.4449,SSP1-2.6,578975.526,246488.526,432845.526,352566.526,496835.526,EC-Earth3-Veg-LR
Sweden,2073,45.22723537,426.9892215,6287.020357,SSP1-2.6,5515.227,3498.227,2946.227,2924.227,2630.227,EC-Earth3-Veg-LR
Germany,2074,18.14299908,239.2886111,4194.092803,SSP1-2.6,2759.143,3381.143,3814.143,1709.143,2772.143,EC-Earth3-Veg-LR
Spain,2074,3316.199167,37848.63689,566884.5549,SSP1-2.6,156295.199,303808.199,510381.199,464878.199,561807.199,EC-Earth3-Veg-LR
Sweden,2074,71.19936408,650.2087375,8085.314339,SSP1-2.6,1355.199,4103.199,4604.199,7480.199,471.199,EC-Earth3-Veg-LR
Germany,2075,18.63483916,265.0358361,4434.529989,SSP1-2.6,4346.635,3451.635,3428.635,3270.635,2514.635,EC-Earth3-Veg-LR
Spain,2075,4315.33016,51184.99402,805168.0557,SSP1-2.6,785613.33,342532.33,118851.33,8894.33,12577.33,EC-Earth3-Veg-LR
Sweden,2075,71.36595562,647.6054831,7954.979627,SSP1-2.6,5981.366,5800.366,1683.366,4091.366,6001.366,EC-Earth3-Veg-LR
Germany,2076,20.64569674,253.4619307,4775.251496,SSP1-2.6,469.646,1742.646,3862.646,4049.646,4673.646,EC-Earth3-Veg-LR
Spain,2076,3836.397698,50562.83197,800314.3095,SSP1-2.6,159808.398,50870.398,486299.398,301497.398,763690.398,EC-Earth3-Veg-LR
Sweden,2076,74.88560507,681.6778532,8072.284236,SSP1-2.6,633.886,5566.886,7881.886,4213.886,5398.886,EC-Earth3-Veg-LR
Germany,2077,18.49837721,260.4714379,4248.669214,SSP1-2.6,152.498,3730.498,30.498,3844.498,1534.498,EC-Earth3-Veg-LR
Spain,2077,4205.872469,51822.35636,788711.0161,SSP1-2.6,629476.872,642984.872,119209.872,156223.872,20699.872,EC-Earth3-Veg-LR
Sweden,2077,51.45388134,467.3195506,6884.355029,SSP1-2.6,4390.454,6801.454,1348.454,4853.454,6558.454,EC-Earth3-Veg-LR
Germany,2078,23.09957238,284.6296039,4184.367957,SSP1-2.6,397.1,3702.1,3582.1,4067.1,1558.1,EC-Earth3-Veg-LR
Spain,2078,4377.527757,50300.21979,817992.1137,SSP1-2.6,220674.528,328805.528,445929.528,362995.528,504953.528,EC-Earth3-Veg-LR
Sweden,2078,51.21572715,495.4182021,6123.814715,SSP1-2.6,3477.216,2387.216,5951.216,1878.216,167.216,EC-Earth3-Veg-LR
Germany,2079,22.37733704,292.4424378,4465.077433,SSP1-2.6,561.377,71.377,2915.377,2712.377,1893.377,EC-Earth3-Veg-LR
Spain,2079,4273.294899,52176.46602,822834.4846,SSP1-2.6,782220.295,612317.295,57905.295,462925.295,149447.295,EC-Earth3-Veg-LR
Sweden,2079,57.31972252,537.1147983,6970.877364,SSP1-2.6,2330.32,5994.32,4844.32,2308.32,6513.32,EC-Earth3-Veg-LR
Germany,2080,22.42288081,276.4337483,4792.044464,SSP1-2.6,3796.423,3514.423,4482.423,2290.423,400.423,EC-Earth3-Veg-LR
Spain,2080,4557.058362,52444.75255,814340.1063,SSP1-2.6,180481.058,173760.058,180232.058,749009.058,311304.058,EC-Earth3-Veg-LR
Sweden,2080,58.04525933,523.1737112,6967.689719,SSP1-2.6,2905.045,6311.045,6264.045,3248.045,1484.045,EC-Earth3-Veg-LR
Germany,2081,18.07551625,239.4169007,4430.202945,SSP1-2.6,3310.076,3153.076,4272.076,3691.076,1644.076,EC-Earth3-Veg-LR
